loudness,acousticness
-18.128,0.865
-9.891,0.726
-10.038,0.986
-16.079,0.977
-21.2,0.671
-17.542,0.975
-12.332,0.987
-12.35,0.918
-16.743,0.995
-19.188,0.03
-16.355,0.889
-18.138,0.992
-12.117,0.979
-20.148,0.317
-20.256,0.97
-21.925,0.56
-18.411,0.983
-18.898,0.984
-27.369,0.958
-17.159,0.939
-19.053,0.866
-23.764,0.973
-24.932,0.859
-24.58,0.773
-16.905,0.974
-21.411,0.984
-20.093,0.899
-15.015,0.993
-15.137,0.0311
-14.275,0.988
-10.751,0.978
-17.599,0.921
-17.213,0.919
-13.812,0.63
-13.588,0.986
-19.785,0.821
-19.705,0.898
-6.103,0.175
-7.042,0.539
-5.949,0.165
-17.416,0.99
-15.426,0.632
-18.042,0.731
-14.094,0.987
-10.905,0.896
-12.629,0.561
-10.722,0.754
-11.875,0.97
-18.269,0.882
-8.772,0.985
-18.853,0.73
-13.131,0.994
-17.465,0.511
-13.648,0.715
-16.897,0.399
-15.201,0.984
-16.948,0.966
-10.495,0.685
-13.606,0.994
-11.986,0.49
-15.1,0.97
-14.296,0.964
-13.217,0.576
-12.194,0.906
-11.764,0.981
-19.233,0.966
-14.085,0.979
-7.898,0.963
-13.544,0.848
-14.109,0.502
-10.938,0.922
-11.617,0.824
-16.401,0.55
-19.876,0.84
-11.686,0.739
-6.679,0.462
-16.184,0.897
-10.8,0.907
-13.284,0.593
-12.761,0.852
-7.615,0.207
-11.532,0.921
-16.875,0.971
-11.823,0.991
-7.139,0.716
-14.482,0.994
-12.812,0.216
-10.727,0.7
-17.617,0.875
-11.093,0.987
-12.402,0.825
-10.74,0.792
-12.357,0.981
-14.235,0.754
-11.699,0.667
-10.926,0.912
-14.791,0.792
-14.174,0.993
-16.139,0.978
-14.53,0.539
-15.724,0.666
-10.264,0.848
-9.146,0.965
-9.71,0.956
-9.764,0.261
-11.395,0.744
-10.973,0.938
-9.244,0.309
-15.407,0.571
-12.107,0.795
-10.891,0.696
-9.895,0.0488
-12.314,0.827
-12.735,0.495
-13.146,0.508
-10.229,0.896
-11.143,0.992
-16.375,0.959
-13.763,0.727
-17.828,0.675
-9.604,0.902
-15.174,0.701
-11.869,0.0975
-13.412,0.852
-8.987,0.245
-22.491,0.99
-7.45,0.944
-13.555,0.973
-14.291,0.306
-12.477,0.764
-14.211,0.503
-18.943,0.902
-9.186,0.954
-12.713,0.988
-8.241,0.0189
-8.698,0.536
-4.935,0.302
-9.067,0.803
-6.741,0.836
-13.474,0.816
-9.498,0.626
-6.624,0.618
-19.11,0.995
-13.949,0.848
-15.22,0.984
-10.41,0.932
-11.882,0.955
-11.521,0.614
-18.741,0.886
-8.554,0.917
-13.908,0.742
-15.693,0.645
-14.189,0.679
-13.508,0.243
-15.805,0.375
-11.355,0.448
-5.596,0.875
-15.405,0.993
-11.367,0.988
-21.56,0.923
-12.885,0.0251
-6.689,0.58
-11.902,0.995
-13.106,0.21
-15.739,0.793
-20.405,0.782
-13.297,0.413
-13.013,0.64
-13.31,0.106
-16.238,0.321
-12.503,0.995
-16.275,0.393
-13.579,0.992
-17.547,0.915
-12.2,0.815
-12.62,0.723
-16.834,0.943
-16.196,0.909
-6.94,0.517
-22.9,0.994
-9.378,0.99
-10.556,0.134
-15.907,0.995
-13.933,0.993
-15.435,0.914
-12.632,0.981
-10.171,0.954
-19.808,0.798
-11.754,0.993
-15.138,0.847
-11.302,0.759
-12.944,0.287
-13.939,0.915
-9.903,0.949
-11.253,0.99
-16.925,0.99
-20.212,0.947
-22.781,0.896
-14.857,0.519
-11.221,0.834
-17.153,0.57
-11.264,0.988
-16.692,0.993
-15.909,0.557
-11.848,0.99
-14.357,0.394
-9.837,0.588
-18.437,0.964
-3.298,0.908
-14.53,0.995
-14.355,0.0004
-13.01,0.4
-15.594,0.43
-12.241,0.991
-10.354,0.217
-8.445,0.755
-20.481,0.803
-17.052,0.852
-19.685,0.705
-19.942,0.941
-14.98,0.462
-24.779,0.962
-11.143,0.816
-10.177,0.0441
-8.438,0.992
-12.913,0.954
-14.55,0.385
-13.272,0.933
-11.172,0.9
-17.346,0.538
-9.488,0.143
-14.657,0.759
-14.944,0.883
-13.29,0.765
-14.132,0.895
-17.236,0.995
-13.673,0.985
-24.411,0.927
-15.1,0.619
-12.987,0.949
-11.605,0.776
-17.027,0.995
-16.893,0.453
-12.545,0.27
-12.217,0.989
-10.061,0.905
-13.32,0.973
-12.65,0.993
-8.342,0.554
-16.038,0.276
-17.192,0.866
-16.167,0.982
-11.489,0.964
-17.861,0.389
-16.316,0.632
-11.61,0.989
-12.35,0.99
-13.344,0.995
-7.178,0.988
-20.206,0.612
-14.193,0.583
-13.688,0.0018
-12.849,0.395
-19.823,0.93
-13.019,0.669
-13.058,0.273
-10.148,0.543
-7.759,0.986
-11.014,0.955
-9.415,0.907
-10.635,0.817
-15.154,0.252
-13.987,0.74
-8.043,0.63
-17.818,0.966
-12.246,0.0286
-10.921,0.858
-12.404,0.615
-13.347,0.328
-14.046,0.472
-15.424,0.796
-11.784,0.991
-13.488,0.146
-8.11,0.353
-12.685,0.941
-19.868,0.995
-10.787,0.892
-9.95,0.945
-15.171,0.787
-14.401,0.805
-4.778,0.93
-10.045,0.992
-14.061,0.791
-12.158,0.868
-16.681,0.989
-17.574,0.994
-12.12,0.849
-16.62,0.995
-17.601,0.738
-10.767,0.602
-17.603,0.845
-10.127,0.864
-17.009,0.993
-16.665,0.696
-10.972,0.472
-9.28,0.86
-16.474,0.943
-20.815,0.989
-17.151,0.644
-8.874,0.906
-15.051,0.993
-10.977,0.286
-6.183,0.642
-12.565,0.0438
-12.98,0.144
-18.019,0.956
-19.677,0.0331
-7.631,0.96
-16.378,0.995
-10.473,0.804
-13.92,0.613
-11.802,0.969
-14.006,0.0309
-11.701,0.99
-22.904,0.945
-21.646,0.416
-17.867,0.978
-15.276,0.307
-9.41,0.939
-13.136,0.342
-12.963,0.739
-16.418,0.626
-8.308,0.741
-10.505,0.983
-11.103,0.572
-11.096,0.876
-12.484,0.77
-8.374,0.593
-11.232,0.783
-11.933,0.814
-10.885,0.822
-19.6,0.653
-18.221,0.995
-12.38,0.422
-12.711,0.904
-15.94,0.699
-7.127,0.475
-16.357,0.165
-15.758,0.991
-11.12,0.0487
-14.81,0.978
-13.968,0.0342
-15.19,0.603
-14.107,0.76
-13.326,0.0361
-10.096,0.679
-10.656,0.679
-9.17,0.985
-13.642,0.88
-7.038,0.0903
-7.609,0.987
-13.673,0.0249
-11.106,0.612
-11.245,0.875
-14.606,0.669
-14.025,0.993
-11.83,0.303
-18.402,0.563
-11.276,0.675
-12.82,0.984
-11.131,0.842
-12.738,0.0796
-16.52,0.813
-14.175,0.407
-11.187,0.856
-16.964,0.3
-19.061,0.995
-12.003,0.888
-12.593,0.715
-15.355,0.466
-13.226,0.0761
-13.28,0.705
-17.296,0.456
-14.636,0.639
-17.729,0.767
-13.525,0.958
-12.86,0.869
-15.697,0.814
-19.324,0.955
-12.01,0.964
-13.074,0.951
-13.91,0.392
-9.327,0.967
-12.6,0.571
-9.261,0.853
-8.761,0.54
-16.431,0.818
-18.999,0.974
-16.038,0.993
-10.975,0.897
-10.783,0.732
-15.338,0.737
-14.02,0.802
-13.192,0.303
-11.532,0.994
-16.099,0.887
-11.254,0.736
-10.207,0.511
-13.579,0.819
-10.4,0.846
-14.01,0.878
-13.51,0.85
-14.58,0.778
-12.0,0.707
-12.596,0.991
-6.805,0.26
-13.55,0.467
-12.144,0.794
-12.06,0.606
-11.119,0.991
-15.054,0.771
-11.543,0.746
-13.795,0.698
-15.926,0.194
-11.807,0.379
-16.635,0.833
-12.444,0.429
-16.589,0.625
-9.949,0.183
-16.162,0.774
-15.982,0.975
-11.652,0.975
-16.086,0.757
-17.147,0.963
-16.242,0.711
-12.892,0.652
-12.058,0.743
-11.084,0.689
-7.374,0.901
-16.889,0.0112
-11.781,0.52
-11.949,0.917
-11.766,0.398
-10.254,0.944
-12.02,0.691
-14.584,0.044
-17.313,0.973
-17.214,0.708
-16.25,0.393
-16.88,0.821
-13.296,0.428
-16.428,0.368
-14.798,0.947
-9.216,0.709
-12.651,0.124
-9.092,0.987
-8.998,0.696
-13.378,0.492
-11.322,0.883
-11.551,0.843
-7.941,0.186
-12.116,0.916
-17.039,0.0792
-15.798,0.405
-14.395,0.99
-18.225,0.729
-11.49,0.975
-10.638,0.976
-10.724,0.836
-13.032,0.652
-8.414,0.721
-10.071,0.991
-10.444,0.944
-8.951,0.983
-11.287,0.38
-9.345,0.738
-16.095,0.808
-15.287,0.995
-14.55,0.364
-14.496,0.426
-14.752,0.994
-22.551,0.716
-16.611,0.381
-16.312,0.886
-7.853,0.943
-16.624,0.993
-12.073,0.994
-13.162,0.867
-17.091,0.713
-18.108,0.987
-13.809,0.955
-11.948,0.775
-10.925,0.239
-12.102,0.971
-15.255,0.868
-9.829,0.149
-15.335,0.762
-11.84,0.625
-14.158,0.992
-13.606,0.955
-12.055,0.804
-11.939,0.841
-20.229,0.922
-11.487,0.99
-10.55,0.898
-12.666,0.0908
-14.659,0.532
-12.386,0.844
-12.842,0.968
-15.05,0.994
-6.243,0.693
-10.087,0.316
-18.915,0.341
-13.181,0.846
-16.836,0.994
-15.771,0.113
-14.715,0.944
-10.484,0.238
-11.69,0.995
-15.034,0.971
-12.276,0.813
-18.429,0.954
-10.021,0.97
-11.201,0.531
-13.135,0.54
-7.765,0.806
-17.097,0.0526
-14.893,0.992
-14.026,0.994
-10.253,0.625
-5.543,0.597
-9.341,0.583
-8.608,0.494
-12.179,0.864
-8.398,0.825
-5.717,0.377
-6.772,0.524
-8.785,0.776
-12.151,0.842
-12.693,0.948
-11.039,0.971
-9.731,0.986
-15.476,0.968
-10.223,0.322
-11.845,0.903
-20.884,0.994
-10.514,0.99
-11.479,0.751
-14.169,0.602
-9.711,0.988
-12.659,0.854
-18.026,0.813
-8.339,0.768
-10.526,0.428
-6.705,0.727
-7.823,0.782
-8.541,0.986
-9.702,0.827
-13.252,0.994
-10.163,0.568
-12.983,0.983
-12.346,0.955
-13.423,0.95
-13.269,0.261
-12.504,0.361
-7.667,0.289
-13.505,0.229
-10.842,0.982
-15.692,0.276
-14.812,0.989
-12.436,0.796
-9.957,0.697
-13.574,0.618
-13.676,0.983
-19.746,0.706
-14.091,0.661
-12.406,0.991
-15.21,0.347
-14.43,0.711
-17.05,0.0908
-9.082,0.679
-13.615,0.95
-15.034,0.453
-11.988,0.987
-13.39,0.693
-7.276,0.613
-16.222,0.98
-15.034,0.453
-12.428,0.775
-16.329,0.893
-17.144,0.984
-11.845,0.922
-12.225,0.0646
-12.766,0.782
-10.601,0.733
-13.104,0.971
-12.521,0.989
-16.816,0.994
-14.008,0.822
-14.318,0.707
-17.13,0.989
-11.486,0.845
-15.058,0.994
-13.535,0.994
-12.942,0.538
-10.722,0.8
-12.14,0.723
-12.232,0.235
-15.887,0.126
-10.525,0.702
-8.15,0.986
-18.495,0.762
-12.109,0.943
-6.992,0.595
-9.96,0.938
-14.899,0.223
-17.015,0.818
-13.197,0.288
-16.901,0.786
-8.281,0.444
-15.645,0.595
-8.655,0.128
-12.207,0.581
-9.141,0.086
-16.983,0.992
-17.109,0.826
-16.921,0.956
-14.501,0.939
-15.307,0.995
-14.376,0.531
-8.324,0.985
-7.911,0.132
-12.954,0.102
-6.697,0.151
-14.29,0.0516
-14.024,0.995
-10.912,0.839
-10.601,0.0985
-12.997,0.986
-14.613,0.689
-15.691,0.689
-16.808,0.993
-17.51,0.838
-16.591,0.455
-13.102,0.989
-11.537,0.649
-11.873,0.989
-22.923,0.966
-11.317,0.366
-26.324,0.95
-15.269,0.992
-17.904,0.993
-13.252,0.98
-11.423,0.665
-16.008,0.592
-15.682,0.885
-13.655,0.437
-8.038,0.983
-9.681,0.65
-16.548,0.775
-14.03,0.993
-11.866,0.896
-11.035,0.319
-13.654,0.962
-18.081,0.609
-12.927,0.993
-8.634,0.733
-19.031,0.992
-9.943,0.979
-15.932,0.972
-15.33,0.745
-8.119,0.064
-17.966,0.494
-13.873,0.254
-11.992,0.674
-13.397,0.283
-11.876,0.422
-9.592,0.107
-16.1,0.979
-10.371,0.899
-15.005,0.899
-8.814,0.872
-17.512,0.846
-14.538,0.838
-15.721,0.913
-16.722,0.899
-14.925,0.297
-10.392,0.73
-13.03,0.987
-15.617,0.145
-11.466,0.853
-12.466,0.861
-11.199,0.9
-11.165,0.973
-10.952,0.993
-15.403,0.892
-17.895,0.0269
-11.969,0.514
-9.36,0.605
-14.679,0.449
-5.767,0.994
-17.945,0.995
-14.509,0.993
-15.164,0.994
-10.981,0.388
-10.869,0.478
-18.479,0.989
-11.993,0.655
-15.984,0.132
-18.087,0.482
-15.679,0.971
-14.93,0.974
-9.781,0.853
-15.645,0.994
-20.703,0.978
-10.3,0.907
-9.486,0.0557
-20.439,0.725
-12.474,0.327
-20.604,0.99
-15.643,0.703
-14.675,0.993
-10.12,0.836
-18.4,0.992
-13.094,0.679
-20.165,0.995
-12.125,0.598
-6.934,0.153
-10.651,0.934
-17.169,0.475
-19.098,0.995
-7.984,0.429
-13.752,0.809
-12.388,0.683
-10.449,0.689
-18.087,0.737
-9.352,0.92
-11.426,0.992
-11.532,0.972
-12.5,0.989
-11.568,0.682
-12.829,0.489
-10.635,0.221
-17.57,0.958
-12.671,0.0696
-12.737,0.98
-12.018,0.982
-11.01,0.00138
-14.613,0.557
-13.387,0.617
-16.938,0.962
-9.462,0.855
-14.778,0.992
-8.837,0.92
-16.134,0.916
-12.781,0.938
-13.76,0.111
-12.055,0.675
-14.896,0.992
-17.365,0.752
-14.555,0.75
-16.269,0.959
-17.373,0.44
-13.495,0.374
-10.757,0.24
-11.938,0.194
-16.97,0.641
-9.972,0.968
-13.217,0.755
-9.052,0.94
-17.696,0.817
-16.235,0.984
-14.054,0.311
-13.317,0.707
-7.62,0.967
-11.82,0.444
-14.963,0.323
-12.473,0.925
-12.778,0.483
-16.159,0.434
-10.718,0.752
-12.69,0.969
-17.465,0.496
-8.235,0.973
-7.22,0.813
-14.613,0.557
-15.085,0.8
-9.77,0.565
-9.963,0.87
-11.073,0.109
-14.51,0.884
-14.551,0.302
-11.011,0.146
-15.927,0.84
-7.988,0.772
-7.108,0.967
-11.309,0.968
-10.613,0.99
-11.024,0.723
-12.962,0.86
-11.525,0.312
-15.333,0.993
-19.328,0.943
-13.763,0.25
-12.679,0.434
-13.01,0.433
-21.146,0.994
-9.472,0.801
-7.043,0.361
-12.726,0.574
-13.303,0.567
-12.619,0.983
-13.492,0.77
-14.336,0.922
-10.506,0.0979
-16.304,0.968
-17.805,0.941
-12.577,0.159
-11.45,0.992
-20.834,0.934
-13.637,0.914
-18.375,0.995
-11.774,0.814
-12.678,0.978
-17.778,0.985
-11.242,0.394
-8.727,0.867
-12.583,0.616
-17.127,0.0521
-14.232,0.474
-12.987,0.986
-19.754,0.936
-11.308,0.199
-13.903,0.918
-13.46,0.977
-10.947,0.489
-18.362,0.778
-18.334,0.994
-10.984,0.428
-16.502,0.716
-12.472,0.992
-19.901,0.995
-8.269,0.358
-14.45,0.876
-18.384,0.568
-12.963,0.94
-18.468,0.775
-15.269,0.387
-16.981,0.996
-13.981,0.843
-11.457,0.72
-11.647,0.723
-17.551,0.321
-7.347,0.489
-11.52,0.802
-8.694,0.977
-16.265,0.99
-7.197,0.367
-19.681,0.818
-9.383,0.922
-10.255,0.101
-8.888,0.757
-11.434,0.0257
-9.598,0.942
-14.264,0.855
-15.833,0.769
-9.327,0.225
-18.203,0.83
-9.284,0.829
-12.207,0.701
-9.981,0.717
-12.83,0.974
-13.028,0.974
-9.993,0.465
-13.918,0.774
-12.325,0.707
-17.479,0.828
-18.883,0.987
-16.984,0.856
-9.793,0.553
-21.027,0.931
-10.281,0.988
-15.982,0.992
-13.513,0.835
-18.149,0.988
-16.133,0.959
-12.154,0.754
-10.105,0.707
-11.094,0.932
-15.486,0.995
-15.241,0.995
-13.086,0.13
-10.454,0.966
-11.101,0.436
-14.548,0.718
-12.304,0.95
-16.715,0.564
-16.191,0.682
-5.063,0.918
-8.98,0.126
-16.436,0.986
-11.877,0.791
-15.718,0.593
-11.099,0.838
-8.37,0.374
-12.483,0.801
-7.205,0.468
-17.854,0.534
-14.006,0.668
-16.506,0.985
-12.851,0.946
-13.489,0.917
-16.052,0.7
-13.763,0.915
-12.111,0.134
-16.547,0.346
-12.576,0.991
-9.923,0.752
-17.26,0.99
-14.86,0.0363
-17.557,0.993
-15.685,0.358
-13.833,0.156
-11.446,0.661
-10.185,0.994
-8.096,0.987
-14.952,0.0528
-12.667,0.893
-17.064,0.855
-8.594,0.15
-12.593,0.82
-10.676,0.894
-12.564,0.608
-15.047,0.492
-14.128,0.955
-14.098,0.367
-14.273,0.821
-7.354,0.805
-20.509,0.993
-10.457,0.0823
-13.025,0.173
-10.109,0.966
-11.141,0.0689
-17.478,0.186
-17.786,0.937
-12.656,0.995
-10.38,0.857
-19.262,0.994
-14.958,0.309
-11.954,0.849
-11.781,0.962
-15.577,0.995
-13.596,0.971
-12.199,0.527
-9.911,0.733
-17.963,0.719
-8.94,0.801
-16.289,0.853
-11.142,0.338
-10.869,0.986
-13.336,0.832
-11.981,0.865
-13.71,0.988
-20.989,0.993
-12.262,0.981
-14.812,0.937
-10.682,0.666
-11.165,0.134
-3.708,0.976
-12.33,0.892
-17.973,0.922
-14.151,0.971
-13.687,0.992
-15.482,0.861
-15.444,0.955
-11.79,0.937
-12.805,0.346
-12.543,0.983
-15.828,0.24
-11.527,0.311
-11.647,0.581
-13.416,0.54
-27.123,0.948
-13.519,0.875
-19.089,0.0505
-12.446,0.995
-14.764,0.816
-14.258,0.898
-13.877,0.748
-11.427,0.535
-13.646,0.97
-19.108,0.394
-18.212,0.569
-16.028,0.114
-14.509,0.978
-12.316,0.996
-11.602,0.995
-10.071,0.996
-14.474,0.451
-9.349,0.995
-12.664,0.996
-13.379,0.862
-14.004,0.934
-15.37,0.776
-13.026,0.992
-10.876,0.4
-9.982,0.798
-8.945,0.609
-14.111,0.996
-8.036,0.492
-14.137,0.932
-9.58,0.995
-11.075,0.0186
-14.696,0.68
-10.147,0.904
-9.124,0.993
-9.847,0.672
-13.29,0.884
-7.833,0.875
-12.538,0.374
-9.663,0.996
-14.961,0.977
-8.591,0.995
-8.156,0.988
-12.63,0.993
-13.932,0.995
-11.024,0.459
-12.019,0.995
-8.795,0.24
-13.115,0.995
-12.346,0.577
-18.36,0.368
-12.995,0.994
-10.724,0.994
-11.366,0.742
-13.862,0.988
-12.021,0.995
-7.97,0.993
-8.349,0.853
-8.892,0.978
-19.026,0.491
-7.897,0.143
-14.018,0.142
-14.686,0.805
-10.521,0.995
-11.974,0.641
-14.736,0.649
-10.644,0.0945
-7.501,0.992
-8.965,0.993
-14.199,0.855
-7.707,0.367
-10.89,0.26
-13.352,0.996
-13.831,0.996
-8.445,0.995
-8.415,0.996
-7.05,0.353
-10.421,0.483
-14.111,0.937
-7.552,0.994
-11.244,0.637
-9.971,0.996
-6.457,0.514
-10.882,0.995
-8.981,0.757
-10.934,0.047
-9.52,0.996
-8.77,0.881
-9.488,0.695
-10.557,0.995
-7.652,0.737
-8.844,0.698
-13.782,0.995
-11.243,0.576
-11.875,0.6
-15.365,0.0479
-16.622,0.702
-13.746,0.937
-9.282,0.619
-8.075,0.232
-18.274,0.833
-5.186,0.844
-9.906,0.107
-13.598,0.994
-8.994,0.319
-18.821,0.995
-14.306,0.928
-13.558,0.995
-11.055,0.337
-13.631,0.901
-13.166,0.105
-17.65,0.41
-10.389,0.066
-12.275,0.851
-9.757,0.778
-10.808,0.993
-13.648,0.995
-11.473,0.43
-8.869,0.985
-9.393,0.992
-8.126,0.475
-12.361,0.995
-13.329,0.995
-15.79,0.943
-11.928,0.995
-9.124,0.995
-7.804,0.991
-7.022,0.99
-9.883,0.995
-16.954,0.632
-14.094,0.58
-13.263,0.0475
-14.364,0.916
-15.034,0.991
-11.549,0.383
-9.224,0.569
-11.754,0.635
-14.15,0.733
-13.133,0.996
-14.353,0.928
-10.633,0.579
-12.715,0.996
-13.024,0.995
-8.523,0.214
-11.042,0.55
-12.97,0.994
-11.694,0.549
-12.836,0.994
-14.418,0.943
-8.374,0.994
-13.173,0.925
-11.275,0.995
-14.609,0.975
-9.955,0.984
-11.845,0.993
-17.846,0.434
-13.403,0.257
-7.957,5.99e-05
-13.956,0.636
-22.699,0.981
-13.585,0.0695
-14.876,0.493
-8.733,0.633
-16.314,0.875
-14.03,0.934
-7.654,0.996
-4.056,0.638
-10.949,0.995
-11.328,0.448
-10.779,0.995
-8.683,0.171
-10.751,0.27
-8.226,0.996
-9.502,0.995
-17.059,0.929
-14.365,0.967
-13.485,0.262
-14.419,0.893
-14.38,0.106
-14.117,0.645
-9.7,0.991
-5.802,0.994
-7.431,0.492
-11.419,0.995
-12.943,0.994
-8.71,0.693
-10.225,0.995
-10.804,0.915
-14.502,0.946
-13.107,0.994
-14.633,0.909
-12.994,0.995
-14.102,0.251
-10.744,0.995
-14.992,0.511
-7.405,0.475
-9.002,0.993
-10.176,0.392
-15.219,0.945
-15.477,0.773
-4.975,0.00297
-8.808,0.987
-13.326,0.995
-8.157,0.995
-10.47,0.995
-15.928,0.976
-6.805,0.583
-9.927,0.38
-8.225,0.684
-14.239,0.951
-6.228,0.796
-8.912,0.733
-11.54,0.368
-11.941,0.184
-10.051,0.533
-7.266,0.287
-6.497,0.136
-9.315,0.505
-10.374,0.718
-8.575,0.413
-14.637,0.691
-12.436,0.535
-9.777,0.0221
-12.138,0.961
-11.12,0.511
-9.746,0.569
-12.101,0.212
-10.106,0.744
-9.522,0.409
-9.665,0.803
-5.898,0.203
-11.387,0.819
-10.974,0.7
-11.133,0.535
-10.033,0.603
-11.942,0.405
-10.397,0.496
-8.452,0.59
-15.483,0.919
-9.259,0.598
-13.455,0.151
-9.564,0.592
-12.372,0.849
-10.553,0.746
-11.306,0.746
-10.776,0.587
-9.037,0.788
-8.951,0.699
-22.582,0.738
-16.164,0.507
-10.277,0.257
-4.597,0.0252
-11.771,0.503
-14.998,0.864
-6.269,0.114
-12.368,0.844
-13.655,0.658
-13.063,0.569
-13.607,0.596
-13.718,0.362
-9.674,0.416
-13.571,0.0785
-10.948,0.0254
-10.515,0.000246
-16.603,0.993
-8.995,0.656
-6.699,0.204
-13.08,3.21e-05
-12.38,0.135
-11.336,0.0579
-11.592,0.91
-9.94,0.0074
-8.976,0.00707
-11.199,6.02e-05
-10.511,0.0265
-5.39,0.147
-12.275,0.125
-8.22,0.0189
-10.44,0.71
-9.975,0.0473
-6.206,0.884
-9.102,0.995
-16.975,0.836
-10.538,0.349
-12.71,0.191
-10.472,0.106
-11.609,0.37
-8.542,0.0171
-9.383,0.759
-6.584,0.995
-10.282,0.253
-9.035,0.995
-4.228,0.995
-15.107,0.476
-11.355,0.0854
-11.691,0.466
-12.65,0.238
-9.007,0.548
-10.262,0.254
-12.488,0.995
-11.16,0.246
-3.572,0.995
-10.539,0.247
-5.297,0.206
-10.856,0.214
-10.504,0.996
-11.981,0.879
-18.951,0.96
-10.339,4.36e-05
-15.015,0.993
-11.396,0.0612
-11.039,0.157
-15.124,0.338
-16.89,0.508
-8.512,0.708
-15.251,0.987
-4.047,0.995
-7.804,0.397
-9.842,0.201
-5.542,0.996
-14.828,0.516
-8.611,0.387
-3.292,0.996
-10.733,0.369
-8.52,0.623
-10.35,0.996
-10.281,0.996
-4.445,0.235
-9.274,0.621
-6.686,0.995
-11.297,0.196
-9.011,0.293
-10.346,0.23
-12.036,0.995
-8.907,0.356
-11.562,0.359
-12.75,0.00142
-5.733,0.148
-9.365,0.476
-7.178,0.524
-3.873,0.995
-21.335,0.995
-4.752,0.996
-16.291,0.719
-5.646,0.994
-13.02,0.386
-11.604,0.139
-5.376,0.349
-11.17,0.954
-12.351,0.673
-12.328,0.213
-8.582,0.0131
-5.986,0.996
-10.571,0.028
-9.222,0.995
-8.675,0.25
-14.058,0.496
-4.96,0.0945
-12.704,0.994
-3.031,0.995
-11.906,0.52
-4.008,0.995
-10.123,0.000299
-7.724,0.745
-14.996,0.951
-12.692,0.231
-5.852,0.6
-16.079,0.977
-9.094,0.219
-9.241,0.995
-3.66,0.996
-9.289,0.00665
-13.549,0.319
-13.477,0.833
-13.417,0.859
-12.373,0.994
-13.26,0.000461
-10.237,0.0743
-6.028,0.0672
-10.161,0.995
-15.432,0.943
-9.454,0.00367
-12.15,0.778
-2.826,0.995
-11.684,0.0599
-12.791,0.303
-20.08,0.815
-13.386,0.404
-6.592,0.489
-12.131,0.346
-15.653,0.473
-9.883,0.93
-15.754,0.48
-9.314,0.995
-18.814,0.404
-11.112,0.995
-11.015,0.995
-11.963,0.0828
-9.85,0.00659
-11.585,0.0379
-16.949,0.678
-6.459,0.995
-11.339,0.074
-11.932,0.0321
-10.641,0.996
-8.587,0.996
-6.514,0.996
-17.542,0.975
-11.297,0.196
-12.366,0.613
-7.812,0.994
-15.646,0.962
-9.517,0.574
-12.28,0.694
-10.27,0.313
-10.505,0.00464
-11.118,0.668
-12.672,0.775
-18.144,0.988
-11.482,0.0224
-12.563,0.89
-11.364,0.304
-7.834,0.566
-11.949,0.212
-2.833,0.996
-12.38,0.135
-9.094,0.219
-10.505,0.00464
-12.23,0.212
-7.772,0.996
-12.66,0.996
-9.007,0.548
-12.004,0.742
-11.71,0.545
-9.946,0.418
-10.874,0.671
-9.67,0.656
-10.709,0.24
-12.386,0.473
-11.439,0.748
-11.458,0.327
-10.897,0.246
-18.711,0.987
-14.989,0.785
-21.277,0.387
-17.015,0.95
-10.179,0.899
-10.009,0.405
-9.866,0.468
-12.758,0.153
-11.555,0.608
-8.14,0.54
-13.07,0.514
-7.144,0.14
-11.065,0.411
-6.779,0.304
-11.534,0.824
-15.528,0.948
-11.232,0.465
-15.114,0.692
-18.239,0.855
-13.554,0.0491
-15.247,0.47
-15.179,0.762
-11.833,0.542
-16.611,0.975
-12.853,0.597
-10.919,0.733
-12.146,0.757
-9.773,0.52
-15.384,0.536
-15.117,0.323
-15.362,0.746
-11.789,0.756
-12.553,0.163
-11.975,0.142
-12.52,0.806
-15.287,0.892
-17.922,0.882
-24.15,0.988
-26.147,0.985
-24.261,0.99
-25.455,0.995
-23.561,0.992
-22.271,0.817
-12.867,0.274
-20.476,0.993
-21.462,0.99
-26.697,0.991
-24.588,0.99
-26.935,0.991
-20.882,0.995
-26.627,0.994
-20.849,0.994
-26.591,0.993
-22.972,0.986
-12.612,0.784
-8.74,0.171
-11.796,0.341
-8.933,0.0663
-9.768,0.00129
-3.279,0.00303
-13.605,0.866
-9.474,0.236
-9.297,0.952
-11.963,0.0778
-5.827,0.601
-9.429,0.0225
-8.491,0.033
-9.198,0.748
-18.258,0.929
-12.765,0.826
-11.337,4.18e-05
-9.037,0.912
-9.085,0.995
-11.218,7.87e-05
-4.866,0.0393
-12.176,0.618
-11.584,0.798
-3.55,0.125
-7.022,0.00743
-4.421,0.863
-5.128,0.202
-14.671,0.143
-6.844,0.359
-7.87,0.316
-3.03,0.185
-11.487,0.0701
-6.769,0.937
-10.46,0.954
-9.124,0.995
-3.279,0.00303
-11.611,0.992
-10.858,0.995
-4.934,0.635
-8.922,0.995
-4.96,0.0945
-7.361,0.461
-11.896,0.242
-9.827,0.439
-8.506,0.726
-17.513,0.504
-6.173,0.124
-10.466,0.00672
-8.193,0.222
-6.481,0.142
-9.174,0.992
-15.124,0.338
-9.316,0.995
-12.615,0.881
-10.949,0.443
-3.279,0.00303
-9.177,1.49e-05
-12.387,0.0553
-13.528,0.484
-6.547,0.0654
-9.022,0.518
-12.382,0.139
-14.166,0.0791
-14.348,0.859
-6.443,0.335
