loudness,acousticness
-18.593,0.979
-21.639,0.985
-24.408,0.977
-15.22,0.899
-18.303,0.974
-18.247,0.965
-14.879,0.933
-14.926,0.975
-29.336,0.963
-31.607,0.968
-23.278,0.963
-24.227,0.973
-25.928,0.938
-28.187,0.966
-26.152,0.94
-13.42,0.988
-16.879,0.992
-13.362,0.992
-10.418,0.774
-32.071,0.967
-16.158,0.888
-24.406,0.838
-15.414,0.97
-13.889,0.834
-26.725,0.989
-25.24,0.846
-16.329,0.988
-33.161,0.965
-18.194,0.959
-9.916,0.892
-27.197,0.835
-26.745,0.946
-34.357,0.909
-23.27,0.892
-16.353,0.982
-21.069,0.961
-20.141,0.972
-16.532,0.984
-18.152,0.991
-30.107,0.954
-12.081,0.937
-37.532,0.979
-19.498,0.98
-19.142,0.981
-15.526,0.969
-12.279,0.969
-19.624,0.918
-19.216,0.963
-21.17,0.968
-14.442,0.919
-27.277,0.982
-8.007,0.957
-17.604,0.975
-17.55,0.962
-18.915,0.967
-18.227,0.967
-22.39,0.971
-19.096,0.969
-23.368,0.892
-8.004,0.964
-22.959,0.76
-19.727,0.981
-17.391,0.984
-25.21,0.977
-18.671,0.984
-20.58,0.911
-32.155,0.978
-17.009,0.977
-23.213,0.984
-13.956,0.907
-19.372,0.972
-8.953,0.837
-18.276,0.947
-16.532,0.955
-19.587,0.959
-28.78,0.943
-22.179,0.961
-14.167,0.944
-14.881,0.98
-35.987,0.966
-20.399,0.919
-27.137,0.955
-18.447,0.884
-19.902,0.948
-17.361,0.982
-18.61,0.909
-20.017,0.947
-11.867,0.876
-24.512,0.951
-25.112,0.958
-24.555,0.985
-16.69,0.989
-16.966,0.963
-21.019,0.961
-24.477,0.952
-24.814,0.97
-22.708,0.978
-20.117,0.987
-16.651,0.967
-25.639,0.967
-17.279,0.971
-15.96,0.701
-22.972,0.982
-19.876,0.837
-20.612,0.987
-14.064,0.944
-29.636,0.956
-25.404,0.954
-30.536,0.807
-15.703,0.964
-17.085,0.971
-17.376,0.981
-27.527,0.994
-30.846,0.984
-28.017,0.953
-18.101,0.927
-21.48,0.983
-12.364,0.973
-14.304,0.975
-21.547,0.975
-23.415,0.972
-16.542,0.971
-16.759,0.991
-17.06,0.985
-32.606,0.993
-15.131,0.806
-20.889,0.953
-18.425,0.971
-12.166,0.914
-19.409,0.986
-14.84,0.972
-23.31,0.955
-19.372,0.911
-22.564,0.965
-15.189,0.917
-14.349,0.962
-13.819,0.923
-17.782,0.944
-24.191,0.957
-21.697,0.949
-15.111,0.975
-16.944,0.775
-20.262,0.991
-19.267,0.99
-25.939,0.986
-18.342,0.952
-17.364,0.913
-18.554,0.971
-12.074,0.952
-19.369,0.977
-28.58,0.983
-15.362,0.969
-21.936,0.975
-18.073,0.98
-15.156,0.985
-20.203,0.977
-31.715,0.964
-25.985,0.951
-20.459,0.977
-14.915,0.981
-28.517,0.941
-21.171,0.982
-23.625,0.965
-31.842,0.919
-26.946,0.906
-24.599,0.977
-20.879,0.977
-15.707,0.967
-36.357,0.93
-17.902,0.942
-11.23,0.917
-15.825,0.985
-19.706,0.831
-25.668,0.964
-22.835,0.956
-14.085,0.914
-10.627,0.97
-20.699,0.973
-22.913,0.95
-11.038,0.917
-22.403,0.981
-17.346,0.905
-24.209,0.969
-17.28,0.806
-17.428,0.97
-21.369,0.754
-19.379,0.984
-18.121,0.974
-21.042,0.988
-16.907,0.98
-22.077,0.967
-42.498,0.936
-14.952,0.977
-17.255,0.978
-23.921,0.847
-19.621,0.977
-14.595,0.987
-23.94,0.951
-28.627,0.916
-10.953,0.943
-22.547,0.972
-10.978,0.993
-19.318,0.979
-22.072,0.982
-16.528,0.985
-19.317,0.951
-13.599,0.967
-25.516,0.98
-21.588,0.976
-15.794,0.871
-5.216,0.927
-13.598,0.943
-14.599,0.982
-18.398,0.993
-21.848,0.97
-11.986,0.601
-25.378,0.983
-32.256,0.949
-19.15,0.981
-11.986,0.917
-10.169,0.735
-22.259,0.914
-28.624,0.98
-27.557,0.949
-22.298,0.995
-15.12,0.949
-16.682,0.981
-21.505,0.971
-22.762,0.994
-18.447,0.99
-23.09,0.97
-20.861,0.978
-13.732,0.987
-24.589,0.882
-32.471,0.947
-16.048,0.94
-28.316,0.578
-20.83,0.951
-26.91,0.95
-24.186,0.982
-18.749,0.99
-13.657,0.982
-19.803,0.957
-24.469,0.967
-13.103,0.979
-21.344,0.944
-22.385,0.988
-22.5,0.862
-9.651,0.987
-10.331,0.913
-19.048,0.926
-15.215,0.924
-10.872,0.949
-21.288,0.966
-13.897,0.987
-24.622,0.984
-21.864,0.985
-20.567,0.968
-14.245,0.975
-14.214,0.86
-19.653,0.949
-23.778,0.987
-16.5,0.977
-17.106,0.979
-16.516,0.994
-11.18,0.977
-25.742,0.976
-18.896,0.977
-18.114,0.975
-19.947,0.985
-15.946,0.965
-20.979,0.956
-15.048,0.98
-19.545,0.964
-16.573,0.966
-15.04,0.952
-13.519,0.956
-30.122,0.991
-8.081,0.905
-21.95,0.984
-15.304,0.961
-17.899,0.979
-15.051,0.986
-19.348,0.952
-19.897,0.985
-16.373,0.958
-20.293,0.741
-29.061,0.634
-15.3,0.981
-14.563,0.965
-22.819,0.968
-24.149,0.844
-22.094,0.9
-21.826,0.756
-20.593,0.896
-14.577,0.993
-23.72,0.974
-18.532,0.908
-22.576,0.866
-12.736,0.984
-25.117,0.951
-17.499,0.98
-23.119,0.789
-20.357,0.982
-7.776,0.849
-14.179,0.981
-27.918,0.892
-15.76,0.982
-16.985,0.966
-21.711,0.972
-21.953,0.962
-13.601,0.991
-19.845,0.985
-16.689,0.711
-20.514,0.902
-12.745,0.945
-23.681,0.872
-16.136,0.99
-21.742,0.962
-18.648,0.946
-14.756,0.995
-15.627,0.961
-16.798,0.943
-17.601,0.981
-15.441,0.983
-17.377,0.983
-18.107,0.989
-24.858,0.727
-19.835,0.94
-18.535,0.977
-40.437,0.921
-17.996,0.964
-9.96,0.983
-18.962,0.987
-12.681,0.918
-17.28,0.983
-27.353,0.845
-13.435,0.924
-13.278,0.973
-17.453,0.879
-21.272,0.981
-19.145,0.995
-14.248,0.957
-17.04,0.974
-23.466,0.749
-13.633,0.985
-18.216,0.96
-12.352,0.98
-18.424,0.835
-18.42,0.926
-27.465,0.962
-16.107,0.918
-23.432,0.872
-13.359,0.955
-20.271,0.98
-8.879,0.984
-25.284,0.784
-29.195,0.98
-16.085,0.983
-15.305,0.91
-20.31,0.972
-38.965,0.961
-16.015,0.973
-19.12,0.895
-16.685,0.983
-15.426,0.909
-8.532,0.75
-21.848,0.988
-14.341,0.978
-28.052,0.971
-17.986,0.967
-14.926,0.986
-18.149,0.987
-17.324,0.927
-18.912,0.985
-28.282,0.947
-24.378,0.973
-22.668,0.987
-17.904,0.884
-36.098,0.76
-17.816,0.756
-25.389,0.91
-25.562,0.969
-15.797,0.987
-9.201,0.893
-16.742,0.985
-22.978,0.82
-22.156,0.986
-18.025,0.969
-8.989,0.89
-20.487,0.993
-23.301,0.937
-14.741,0.944
-15.504,0.956
-16.976,0.861
-11.642,0.993
-11.597,0.905
-13.226,0.888
-7.878,0.912
-11.015,0.995
-9.717,0.739
-18.155,0.878
-21.806,0.984
-14.999,0.98
-19.874,0.985
-17.097,0.753
-21.048,0.913
-25.871,0.785
-11.671,0.971
-30.256,0.994
-21.18,0.972
-28.431,0.994
-19.24,0.909
-20.541,0.886
-14.659,0.974
-28.077,0.995
-19.008,0.958
-11.949,0.922
-17.463,0.851
-18.315,0.938
-18.416,0.876
-15.683,0.852
-29.462,0.979
-24.528,0.879
-23.187,0.927
-19.886,0.923
-16.5,0.767
-22.003,0.84
-20.282,0.765
-14.904,0.979
-17.335,0.954
-24.818,0.952
-20.552,0.882
-15.784,0.923
-22.844,0.993
-21.292,0.97
-23.595,0.889
-15.503,0.887
-16.491,0.889
-15.16,0.901
-23.299,0.675
-30.116,0.995
-16.11,0.798
-19.625,0.897
-20.219,0.975
-24.355,0.994
-16.367,0.966
-19.912,0.785
-21.457,0.972
-21.869,0.949
-13.236,0.729
-21.31,0.848
-17.697,0.98
-17.431,0.845
-17.607,0.885
-26.648,0.99
-16.412,0.986
-22.389,0.988
-13.319,0.991
-14.947,0.863
-24.062,0.964
-24.134,0.96
-12.685,0.876
-14.399,0.916
-22.653,0.984
-20.704,0.636
-11.439,0.902
-10.954,0.985
-27.591,0.956
-15.862,0.992
-25.432,0.969
-18.659,0.961
-22.37,0.984
-21.361,0.951
-25.972,0.986
-19.503,0.971
-23.618,0.884
-15.199,0.989
-13.807,0.96
-14.17,0.85
-28.284,0.986
-19.978,0.995
-12.428,0.984
-18.714,0.974
-17.36,0.99
-20.247,0.974
-19.18,0.976
-29.51,0.979
-19.629,0.933
-15.383,0.975
-23.745,0.973
-28.839,0.874
-7.277,0.95
-20.22,0.937
-18.263,0.91
-19.759,0.934
-13.314,0.943
-22.236,0.98
-17.441,0.98
-26.968,0.988
-20.414,0.984
-25.151,0.99
-21.856,0.842
-20.529,0.988
-30.227,0.974
-23.394,0.941
-27.58,0.985
-29.481,0.966
-18.365,0.95
-17.223,0.973
-29.118,0.983
-15.885,0.91
-18.788,0.949
-13.721,0.991
-18.825,0.989
-13.87,0.981
-26.071,0.974
-16.584,0.992
-17.739,0.924
-42.701,0.945
-18.277,0.965
-15.63,0.982
-11.311,0.952
-26.109,0.992
-19.101,0.894
-20.671,0.82
-25.255,0.969
-16.377,0.989
-17.268,0.919
-16.737,0.988
-26.021,0.882
-19.354,0.981
-27.342,0.982
-18.839,0.987
-26.103,0.973
-18.561,0.975
-18.281,0.981
-25.559,0.979
-12.491,0.894
-24.935,0.884
-14.112,0.919
-20.54,0.993
-17.906,0.956
-21.386,0.915
-19.574,0.978
-19.32,0.987
-18.404,0.668
-20.598,0.936
-19.096,0.941
-18.238,0.947
-14.228,0.955
-16.106,0.983
-15.398,0.957
-17.597,0.968
-30.463,0.899
-23.609,0.926
-22.841,0.979
-18.699,0.941
-17.424,0.948
-18.895,0.991
-10.276,0.981
-39.51,0.837
-21.645,0.986
-20.453,0.847
-13.209,0.972
-12.819,0.931
-18.225,0.964
-19.723,0.874
-17.682,0.921
-18.318,0.976
-18.257,0.944
-18.351,0.904
-19.614,0.991
-21.397,0.991
-26.039,0.973
-33.957,0.865
-16.757,0.982
-21.232,0.896
-15.539,0.986
-12.168,0.971
-16.365,0.97
-20.45,0.99
-16.178,0.973
-8.813,0.981
-16.054,0.864
-14.728,0.909
-12.708,0.65
-20.564,0.944
-16.834,0.969
-21.365,0.919
-18.401,0.912
-17.142,0.978
-15.17,0.975
-13.975,0.94
-20.784,0.965
-15.87,0.961
-15.158,0.98
-17.861,0.989
-17.142,0.961
-25.755,0.987
-19.029,0.983
-20.969,0.921
-33.097,0.962
-11.765,0.963
-20.276,0.946
-31.344,0.892
-34.642,0.863
-21.219,0.956
-16.447,0.97
-13.956,0.934
-31.579,0.845
-27.918,0.982
-12.206,0.976
-30.663,0.904
-16.359,0.952
-25.526,0.967
-22.697,0.969
-38.14,0.935
-15.22,0.962
-29.073,0.985
-16.093,0.982
-29.066,0.924
-23.304,0.986
-18.448,0.99
-18.377,0.971
-21.025,0.961
-16.712,0.985
-22.467,0.973
-11.761,0.91
-12.285,0.91
-23.284,0.91
-23.477,0.931
-24.972,0.986
-25.551,0.978
-19.328,0.958
-17.892,0.987
-21.725,0.964
-12.592,0.942
-29.684,0.935
-7.439,0.939
-15.099,0.891
-20.401,0.962
-17.284,0.892
-12.499,0.976
-25.749,0.942
-15.934,0.988
-29.601,0.964
-17.71,0.823
-24.174,0.928
-14.14,0.779
-27.259,0.931
-10.852,0.977
-26.11,0.993
-23.416,0.886
-13.863,0.95
-29.094,0.95
-7.571,0.91
-31.732,0.93
-19.492,0.945
-24.473,0.957
-18.2,0.96
-15.001,0.975
-12.048,0.977
-21.24,0.992
-29.4,0.75
-19.824,0.955
-16.015,0.981
-19.105,0.984
-16.76,0.98
-21.951,0.976
-16.912,0.858
-24.229,0.985
-27.427,0.977
-30.956,0.866
-28.548,0.96
-24.833,0.871
-21.25,0.978
-25.84,0.927
-38.545,0.972
-23.079,0.966
-22.441,0.98
-16.41,0.975
-17.169,0.984
-27.974,0.912
-16.921,0.964
-12.771,0.986
-20.361,0.82
-19.63,0.979
-22.178,0.99
-16.356,0.98
-19.97,0.981
-19.945,0.97
-19.668,0.986
-16.315,0.986
-29.344,0.901
-16.388,0.933
-22.081,0.991
-32.488,0.865
-12.458,0.983
-23.146,0.957
-16.859,0.973
-24.431,0.979
-19.98,0.878
-27.541,0.975
-11.749,0.96
-20.416,0.98
-19.5,0.99
-22.264,0.983
-25.885,0.976
-15.426,0.963
-17.976,0.927
-27.332,0.975
-17.913,0.904
-20.578,0.956
-14.615,0.904
-18.289,0.732
-15.767,0.951
-17.491,0.986
-14.592,0.99
-14.551,0.945
-24.301,0.939
-12.648,0.949
-16.461,0.884
-22.867,0.982
-31.5,0.977
-29.352,0.931
-24.197,0.986
-27.749,0.907
-21.995,0.896
-13.729,0.974
-17.081,0.932
-18.453,0.964
-15.533,0.848
-30.949,0.948
-24.489,0.954
-13.875,0.945
-10.602,0.796
-14.875,0.965
-15.828,0.887
-32.175,0.78
-8.117,0.939
-10.295,0.889
-13.89,0.962
-17.157,0.967
-18.182,0.979
-18.576,0.964
-17.115,0.931
-23.84,0.98
-27.564,0.927
-15.809,0.969
-14.2,0.992
-9.689,0.987
-15.361,0.976
-26.612,0.976
-10.033,0.976
-20.972,0.943
-35.688,0.924
-25.16,0.953
-10.33,0.972
-22.109,0.95
-11.714,0.922
-26.511,0.95
-17.042,0.991
-26.5,0.988
-16.463,0.841
-20.529,0.976
-21.161,0.967
-17.275,0.976
-21.349,0.924
-20.631,0.852
-23.469,0.668
-21.949,0.994
-23.84,0.985
-14.637,0.895
-28.845,0.964
-17.746,0.985
-13.611,0.787
-24.268,0.974
-15.367,0.995
-23.672,0.898
-16.53,0.952
-23.893,0.958
-25.323,0.973
-15.688,0.957
-8.522,0.87
-30.525,0.942
-16.238,0.994
-18.489,0.878
-12.718,0.882
-15.048,0.954
-16.758,0.989
-20.552,0.981
-21.602,0.969
-10.079,0.914
-21.667,0.91
-16.553,0.909
-23.046,0.899
-18.535,0.944
-18.845,0.928
-18.343,0.97
-21.864,0.976
-27.261,0.971
-33.485,0.927
-21.267,0.963
-16.9,0.989
-17.818,0.967
-18.685,0.925
-17.053,0.977
-18.785,0.934
-20.368,0.952
-17.004,0.963
-40.559,0.97
-17.449,0.958
-18.386,0.985
-12.047,0.947
-16.375,0.988
-15.009,0.987
-13.61,0.662
-10.589,0.971
-22.921,0.978
-17.037,0.905
-14.689,0.981
-18.822,0.962
-19.543,0.984
-17.295,0.859
-13.927,0.841
-17.832,0.904
-13.412,0.982
-19.133,0.955
-24.139,0.805
-18.073,0.963
-13.423,0.983
-28.745,0.99
-14.263,0.94
-25.602,0.838
-15.442,0.966
-18.871,0.953
-18.643,0.931
-14.967,0.986
-20.843,0.88
-20.352,0.664
-16.565,0.984
-20.234,0.958
-30.362,0.849
-24.839,0.963
-20.497,0.972
-30.768,0.947
-13.297,0.983
-12.807,0.953
-19.748,0.972
-18.615,0.967
-29.199,0.886
-25.19,0.983
-23.408,0.972
-23.009,0.958
-14.768,0.962
-20.898,0.989
-14.34,0.935
-21.501,0.966
-22.429,0.968
-21.4,0.984
-23.622,0.963
-30.218,0.972
-21.1,0.976
-21.843,0.923
-13.731,0.964
-31.195,0.983
-26.45,0.98
-20.437,0.974
-12.529,0.88
-16.634,0.99
-19.918,0.964
-21.421,0.719
-28.823,0.916
-15.114,0.895
-16.574,0.972
-20.028,0.957
-21.881,0.972
-15.55,0.985
-30.335,0.962
-20.404,0.978
-15.838,0.983
-12.51,0.97
-16.572,0.956
-15.82,0.991
-8.64,0.988
-19.624,0.972
-19.374,0.981
-20.48,0.962
-18.924,0.95
-27.598,0.963
-21.597,0.988
-17.521,0.962
-24.648,0.985
-16.458,0.976
-25.895,0.952
-15.651,0.888
-20.503,0.885
-14.994,0.865
-36.417,0.971
-22.876,0.956
-19.199,0.967
-20.062,0.978
-17.169,0.97
-18.213,0.945
-18.45,0.988
-23.068,0.986
-14.104,0.992
-17.603,0.939
-14.719,0.985
-31.734,0.983
-21.853,0.843
-41.136,0.78
-13.469,0.863
-20.795,0.981
-15.253,0.976
-16.779,0.982
-23.814,0.964
-21.13,0.976
-13.149,0.963
-20.134,0.978
-17.787,0.955
-22.168,0.925
-37.541,0.891
-22.132,0.849
-17.6,0.766
-20.852,0.931
-25.897,0.966
-23.61,0.822
-23.896,0.969
-17.449,0.98
-16.132,0.942
-35.395,0.915
-17.303,0.988
-17.613,0.942
-18.976,0.926
-14.125,0.97
-16.878,0.918
-32.433,0.825
-19.974,0.932
-21.038,0.938
-20.349,0.987
-16.011,0.958
-14.623,0.988
-18.933,0.984
-19.206,0.968
-17.788,0.984
-21.937,0.981
-13.756,0.986
-34.424,0.941
-23.758,0.978
-13.538,0.95
-30.044,0.936
-38.483,0.98
-14.68,0.99
-17.479,0.98
-19.844,0.993
-24.681,0.99
-11.172,0.971
-31.71,0.863
-22.387,0.967
-20.984,0.974
-20.147,0.992
-22.65,0.972
-33.66,0.916
-17.459,0.909
-26.238,0.912
-17.086,0.978
-23.255,0.878
-19.811,0.933
-29.329,0.935
-24.189,0.985
-16.53,0.943
-24.986,0.98
-19.22,0.986
-20.766,0.951
-19.782,0.979
-18.017,0.954
-19.488,0.877
-14.419,0.975
-14.058,0.974
-16.738,0.973
-22.432,0.979
-8.275,0.959
-23.481,0.984
-16.843,0.955
-19.363,0.92
-23.876,0.93
-20.234,0.994
-19.551,0.945
-22.132,0.924
-26.591,0.926
-14.385,0.968
-14.554,0.978
-20.685,0.976
-11.767,0.978
-15.831,0.96
-20.432,0.88
-20.239,0.668
-36.729,0.818
-23.834,0.938
-35.016,0.946
-26.021,0.967
-23.1,0.959
-20.156,0.935
-30.564,0.946
-15.197,0.991
-19.29,0.995
-13.684,0.978
-25.457,0.972
-16.973,0.933
-22.301,0.975
-10.146,0.931
-18.386,0.886
-15.572,0.97
-11.908,0.993
-10.458,0.901
-14.378,0.97
-18.813,0.982
-21.021,0.931
-19.602,0.931
-18.785,0.931
-11.2,0.991
-20.644,0.944
-16.747,0.812
-16.022,0.882
-24.072,0.987
-24.294,0.994
-17.687,0.938
-23.942,0.965
-21.983,0.881
-22.777,0.939
-27.845,0.948
-14.544,0.963
-19.972,0.976
-29.099,0.981
-15.542,0.905
-23.996,0.763
-24.704,0.981
-19.761,0.986
-19.069,0.981
-16.722,0.992
-18.198,0.969
-18.038,0.968
-23.113,0.977
-21.738,0.978
-20.5,0.988
-18.83,0.942
-17.482,0.99
-6.798,0.617
-19.812,0.974
-22.874,0.981
-13.945,0.959
-17.867,0.978
-19.151,0.946
-16.117,0.986
-12.316,0.968
-25.891,0.954
-15.596,0.958
-9.412,0.915
-17.391,0.975
-13.724,0.977
-14.396,0.995
-18.941,0.986
-10.293,0.949
-20.147,0.953
-30.515,0.99
-19.463,0.982
-18.494,0.991
-23.902,0.958
-10.477,0.986
-18.181,0.979
-15.801,0.928
-17.285,0.949
-21.593,0.99
-13.931,0.967
-19.231,0.85
-26.05,0.981
-19.876,0.741
-12.811,0.991
-18.658,0.972
-13.81,0.973
-16.42,0.978
-26.808,0.91
-17.844,0.964
-17.48,0.994
-16.707,0.979
-18.515,0.987
-13.072,0.98
-16.813,0.99
-17.021,0.945
-20.794,0.968
-24.521,0.986
-29.312,0.991
-17.891,0.965
-20.081,0.958
-11.536,0.979
-12.801,0.988
-12.896,0.972
-15.482,0.972
-21.166,0.98
-13.701,0.911
-15.875,0.988
-18.382,0.982
-26.282,0.992
-16.301,0.929
-21.262,0.983
-33.379,0.906
-26.043,0.964
-15.653,0.959
-9.563,0.97
-17.734,0.948
-19.297,0.939
-26.101,0.902
-25.437,0.994
-22.344,0.984
-18.708,0.953
-9.251,0.976
-17.8,0.947
-12.193,0.97
-21.544,0.98
-21.529,0.949
-19.656,0.984
-20.533,0.97
-16.45,0.985
-12.557,0.993
-24.485,0.972
-32.6,0.95
-15.066,0.957
-20.73,0.986
-17.863,0.912
-14.618,0.982
-28.462,0.949
-20.339,0.922
-15.349,0.986
-16.712,0.968
-21.955,0.97
-21.322,0.975
-20.488,0.974
-12.386,0.991
-19.239,0.991
-21.777,0.985
-21.136,0.978
-14.622,0.978
-14.244,0.976
-28.08,0.986
-16.113,0.943
-32.74,0.94
-11.191,0.977
-14.484,0.976
-19.111,0.956
-15.862,0.936
-17.654,0.88
-18.864,0.984
-13.302,0.885
-17.031,0.969
-25.481,0.967
-19.174,0.973
-16.404,0.976
-22.128,0.951
-20.928,0.911
-18.889,0.98
-12.085,0.98
-10.803,0.933
-11.077,0.978
-26.725,0.986
-15.271,0.98
-22.672,0.969
-11.522,0.971
-20.217,0.964
-10.355,0.945
-12.701,0.946
-11.572,0.957
-26.226,0.968
-7.837,0.984
-9.904,0.928
-20.547,0.935
-18.526,0.976
-32.587,0.96
-13.305,0.969
-13.331,0.981
-20.46,0.983
-14.059,0.985
-22.298,0.984
-14.675,0.783
-27.012,0.977
-21.239,0.964
-32.62,0.993
-15.549,0.986
-16.976,0.99
-18.354,0.993
-19.148,0.991
-21.001,0.981
-22.365,0.973
-13.323,0.974
-6.697,0.96
-14.26,0.983
-15.809,0.899
-13.396,0.905
-20.001,0.98
-19.58,0.983
-30.172,0.991
-21.69,0.575
-18.006,0.968
-15.836,0.936
-26.421,0.956
-16.822,0.955
-15.867,0.952
-16.12,0.922
-12.16,0.914
-23.083,0.971
-23.899,0.981
-25.063,0.789
-15.602,0.815
-14.418,0.985
-24.189,0.985
-18.962,0.897
-15.081,0.97
-14.422,0.904
-15.231,0.988
-15.14,0.955
-16.795,0.993
-17.072,0.993
-20.174,0.955
-18.814,0.966
-21.033,0.9
-14.893,0.96
-17.643,0.826
-17.901,0.96
-15.967,0.959
-18.058,0.956
-23.368,0.935
-23.542,0.971
-14.226,0.756
-20.707,0.897
-21.875,0.877
-29.623,0.948
-20.808,0.928
-22.216,0.992
-11.585,0.984
-13.513,0.979
-18.582,0.928
-32.888,0.974
-28.254,0.995
-22.11,0.994
-25.041,0.995
-31.895,0.994
-15.752,0.693
-15.52,0.85
-14.87,0.927
-17.263,0.855
-22.173,0.994
-27.927,0.995
-30.043,0.987
-20.588,0.943
-18.257,0.936
-24.227,0.992
-25.126,0.948
-28.279,0.974
-18.036,0.952
-17.331,0.995
-19.698,0.957
-16.373,0.836
-11.525,0.735
-32.551,0.99
-22.807,0.943
-16.968,0.9
-13.377,0.945
-17.045,0.988
-21.832,0.963
-17.328,0.966
-22.982,0.975
-14.646,0.864
-13.39,0.924
-34.684,0.995
-20.404,0.991
-18.862,0.863
-15.162,0.951
-17.937,0.792
-14.455,0.919
-18.515,0.836
-14.057,0.908
-15.322,0.792
-26.962,0.992
-20.093,0.964
-23.029,0.993
-22.344,0.871
-22.62,0.781
-19.114,0.795
-17.634,0.774
-16.823,0.892
-25.316,0.891
-26.947,0.993
-20.208,0.6
-23.721,0.993
-19.397,0.749
-20.298,0.893
-13.989,0.992
-14.823,0.966
-20.798,0.89
-20.956,0.926
-30.527,0.858
-20.001,0.798
-30.703,0.993
-18.357,0.824
-27.548,0.994
-21.865,0.963
-14.623,0.787
-25.791,0.993
-18.722,0.929
-19.4,0.969
-22.802,0.952
-11.607,0.99
-10.53,0.928
-16.531,0.743
-21.16,0.952
-13.898,0.962
-13.817,0.944
-15.872,0.958
-18.288,0.934
-25.257,0.99
-15.04,0.975
-21.776,0.962
-20.803,0.921
-18.813,0.974
-13.671,0.99
-14.835,0.934
-11.128,0.989
-15.947,0.976
-19.209,0.894
-17.186,0.971
-26.579,0.973
-23.0,0.992
-15.961,0.967
-18.632,0.965
-25.909,0.988
-14.854,0.967
-23.811,0.984
-15.136,0.971
-21.175,0.972
-20.442,0.983
-24.2,0.964
-15.627,0.895
-14.635,0.972
-16.788,0.973
-18.782,0.976
-15.171,0.978
-16.015,0.857
-17.945,0.951
-23.502,0.914
-18.573,0.949
-18.226,0.982
-38.496,0.975
-23.716,0.978
-8.811,0.992
-13.394,0.982
-20.704,0.947
-17.511,0.975
-21.108,0.96
-16.432,0.929
-27.294,0.988
-12.828,0.925
-27.995,0.958
-36.652,0.995
-25.082,0.981
-14.9,0.994
-18.83,0.978
-20.921,0.656
-12.122,0.936
-17.664,0.979
-7.813,0.877
-14.017,0.991
-28.242,0.96
-14.946,0.984
-14.251,0.888
-18.088,0.988
-14.598,0.968
-17.682,0.985
-19.966,0.985
-18.226,0.863
-17.202,0.826
-20.77,0.849
-19.329,0.897
-15.274,0.991
-16.121,0.988
-19.795,0.992
-13.017,0.97
-19.97,0.967
-14.449,0.983
-24.527,0.964
-8.446,0.952
-35.723,0.917
-26.474,0.878
-26.634,0.914
-19.179,0.986
-14.371,0.949
-18.499,0.695
-17.32,0.946
-16.77,0.953
-18.446,0.942
-40.556,0.866
-15.237,0.906
-22.962,0.946
-24.767,0.965
-6.742,0.973
-8.316,0.988
-22.532,0.964
-9.225,0.987
-17.441,0.976
-16.882,0.914
-15.095,0.934
-27.274,0.96
-29.88,0.988
-11.005,0.837
-14.49,0.956
-22.221,0.896
-20.867,0.987
-22.818,0.975
-19.117,0.989
-30.048,0.974
-18.386,0.665
-17.791,0.971
-18.56,0.985
-36.21,0.963
-18.544,0.985
-19.127,0.91
-15.344,0.97
-18.033,0.983
-16.636,0.943
-29.295,0.976
-15.977,0.981
-13.285,0.981
-21.586,0.994
-22.454,0.983
-11.435,0.775
-18.257,0.966
-21.605,0.995
-14.59,0.99
-18.857,0.928
-24.123,0.947
-17.401,0.947
-11.027,0.975
-25.547,0.983
-21.584,0.977
-21.203,0.975
-15.177,0.965
-19.58,0.962
-19.712,0.92
-11.278,0.99
-30.221,0.963
-12.194,0.984
-24.679,0.994
-16.916,0.962
-18.304,0.968
-25.173,0.966
-24.366,0.968
-24.342,0.989
-11.563,0.965
-24.282,0.967
-26.823,0.974
-23.987,0.991
-18.321,0.729
-23.153,0.904
-19.909,0.937
-21.965,0.973
-11.636,0.972
-29.675,0.978
-26.059,0.893
-17.086,0.985
-12.206,0.965
-18.067,0.968
-13.594,0.946
-17.324,0.952
-15.478,0.983
-13.366,0.756
-6.166,0.83
-19.823,0.949
-19.008,0.954
-24.173,0.975
-25.852,0.97
-10.314,0.985
-12.495,0.97
-11.748,0.88
-15.369,0.92
-19.863,0.988
-16.669,0.968
-16.427,0.954
-20.408,0.98
-35.117,0.988
-18.851,0.98
-21.061,0.959
-16.328,0.995
-13.006,0.955
-20.99,0.985
-16.999,0.978
-17.41,0.98
-20.886,0.967
-15.214,0.969
-21.414,0.957
-20.913,0.976
-12.249,0.88
-16.834,0.985
-19.16,0.968
-15.195,0.864
-15.659,0.941
-18.261,0.941
-13.657,0.938
-17.892,0.98
-23.773,0.93
-21.989,0.943
-18.127,0.894
-19.004,0.99
-16.236,0.944
-21.758,0.968
-9.061,0.987
-21.633,0.966
-19.977,0.968
-23.989,0.937
-16.528,0.988
-17.498,0.931
-20.506,0.982
-29.698,0.96
-17.831,0.986
-21.293,0.964
-13.73,0.971
-12.237,0.929
-16.719,0.977
-19.019,0.973
-15.47,0.976
-26.44,0.924
-20.646,0.832
-13.79,0.99
-21.102,0.97
-18.3,0.98
-18.874,0.968
-17.634,0.936
-26.344,0.955
-19.506,0.98
-30.616,0.901
-22.749,0.977
-14.766,0.949
-17.632,0.94
-23.583,0.953
-32.119,0.989
-16.913,0.95
-18.749,0.983
-17.096,0.953
-29.486,0.909
-21.707,0.948
-19.402,0.812
-13.989,0.97
-28.178,0.991
-15.054,0.898
-22.151,0.97
